"ID","ID_Pai","ID_Mae","Safra","Sexo","IECC","Selecionado"
"Ebano2153","0","0","1998","MACHO","50.41","0"
"112876","Ebano2153","Ebano1778","2001","MACHO","50.06","0"
"H116","0","0","2001","FEMEA","50.06","0"
"H307","0","0","2001","FEMEA","49.41","0"
"H356","0","0","2001","FEMEA","49.31","0"
"H422","0","0","2002","FEMEA","48.83","0"
"H524","0","0","2002","FEMEA","48.78","0"
"H699","0","0","2003","FEMEA","48.53","0"
"H705","0","0","2003","FEMEA","47.57","0"
"H731","0","0","2003","FEMEA","47.34","0"
"H777","0","0","2003","FEMEA","47.08","0"
"H798","0","0","2003","FEMEA","46.77","0"
"H855","0","0","2003","FEMEA","46.55","0"
"H883","0","0","2003","FEMEA","46.15","0"
"H890","0","0","2003","FEMEA","46.1","0"
"H924","0","0","2003","FEMEA","45.95","0"
"H95","0","0","2000","FEMEA","45.9","0"
"I104","0","0","2004","FEMEA","45.89","0"
"I105","0","0","2004","FEMEA","45.77","0"
"I113","0","0","2004","FEMEA","45.47","0"
"I115","0","0","2004","FEMEA","45.28","0"
"I131","0","0","2004","FEMEA","45.22","0"
"I143","0","0","2004","FEMEA","44.92","0"
"I152","0","0","2004","FEMEA","44.88","0"
"I153","0","0","2004","FEMEA","44.72","0"
"I175","0","0","2004","FEMEA","44.67","0"
"I196","0","0","2004","FEMEA","44.58","0"
"I20","0","0","2004","FEMEA","44.53","0"
"I200","0","0","2004","FEMEA","44.49","0"
"I206","0","0","2004","FEMEA","44.42","0"
"I215","0","0","2004","FEMEA","44.22","0"
"I216","0","0","2004","FEMEA","43.62","0"
"I221","0","0","2004","FEMEA","43.51","0"
"I222","0","0","2004","FEMEA","43.15","0"
"I226","0","0","2004","FEMEA","43.13","0"
"I227","0","0","2004","FEMEA","42.81","0"
"I230","0","0","2004","FEMEA","42.66","0"
"I240","0","0","2004","FEMEA","42.66","0"
"I248","0","0","2004","FEMEA","42.59","0"
"I252","0","0","2004","FEMEA","42.4","0"
"I254","0","0","2004","FEMEA","42.03","0"
"I314","0","0","2004","FEMEA","41.73","0"
"I369","0","0","2005","FEMEA","41.71","0"
"I50","0","0","2004","FEMEA","41.52","0"
"I58","0","0","2004","FEMEA","41.49","0"
"I80","0","0","2004","FEMEA","41.49","0"
"I87","0","0","2004","FEMEA","41.45","0"
"J15","0","0","2005","FEMEA","41.43","0"
"J22","0","0","2005","FEMEA","41.37","0"
"J238","0","0","2001","FEMEA","41.31","0"
"J285","0","0","2001","FEMEA","41.18","0"
"J291","0","0","2004","FEMEA","41.14","0"
"J3","0","0","2005","FEMEA","41.1","0"
"J300","0","0","2001","FEMEA","41.09","0"
"J308","0","0","2003","FEMEA","41.04","0"
"J310","0","0","2001","FEMEA","40.97","0"
"J316","0","0","2001","FEMEA","40.77","0"
"J323","0","0","2003","FEMEA","40.69","0"
"J335","0","0","2003","FEMEA","40.6","0"
"J341","0","0","2003","FEMEA","40.42","0"
"J344","0","0","2003","FEMEA","40.35","0"
"J349","0","0","2003","FEMEA","40.29","0"
"J351","0","0","2005","FEMEA","40.28","0"
"J4","0","0","2005","FEMEA","40.25","0"
"J423","0","0","2003","FEMEA","40.23","0"
"J444","0","0","2001","FEMEA","40.12","0"
"J494","0","0","2005","FEMEA","39.79","0"
"J502","0","0","2005","FEMEA","39.66","0"
"J534","0","0","2001","FEMEA","39.65","0"
"J541","0","0","2007","FEMEA","39.63","0"
"J570","0","0","2005","FEMEA","39.63","0"
"J572","0","0","2005","FEMEA","39.63","0"
"J610","0","0","2004","FEMEA","39.25","0"
"J613","0","0","2004","FEMEA","39.25","0"
"J614","0","0","2004","FEMEA","39.16","0"
"K005","0","0","2001","FEMEA","39.09","0"
"K131","0","0","2003","FEMEA","39.03","0"
"K133","0","0","2003","FEMEA","38.99","0"
"K170","0","0","2003","FEMEA","38.95","0"
"K181","0","0","2003","FEMEA","38.93","0"
"K208","0","0","2001","FEMEA","38.84","0"
"K235","0","0","2005","FEMEA","38.8","0"
"K238","0","0","2003","FEMEA","38.77","0"
"K256","0","0","2005","FEMEA","38.75","0"
"K283","0","0","2005","FEMEA","38.7","0"
"K284","0","0","2005","FEMEA","38.54","0"
"K286","0","0","2005","FEMEA","38.4","0"
"K287","0","0","2005","FEMEA","38.34","0"
"K288","0","0","2005","FEMEA","38.21","0"
"K289","0","0","2005","FEMEA","38.13","0"
"K291","0","0","2001","FEMEA","38.09","0"
"K292","0","0","2001","FEMEA","37.95","0"
"K295","0","0","2001","FEMEA","37.9","0"
"K296","0","0","2001","FEMEA","37.89","0"
"K297","0","K3","2005","FEMEA","37.79","0"
"K3","0","0","2001","FEMEA","37.67","0"
"K300","0","0","2001","FEMEA","37.6","0"
"K301","0","0","2001","FEMEA","37.55","0"
"K302","0","0","2001","FEMEA","37.48","0"
"K303","0","0","2005","FEMEA","37.47","0"
"K304","0","0","2005","FEMEA","37.45","0"
"K305","0","0","2001","FEMEA","37.3","0"
"K306","0","0","2005","FEMEA","37.22","0"
"K308","0","0","2001","FEMEA","37.22","0"
"K309","0","0","2001","FEMEA","37.1","0"
"K311","0","0","2005","FEMEA","37.06","0"
"K312","0","0","2005","FEMEA","37.03","0"
"K314","0","0","2001","FEMEA","36.91","0"
"K317","0","0","2001","FEMEA","36.9","0"
"K319","0","0","2005","FEMEA","36.65","0"
"K321","0","0","2001","FEMEA","36.65","0"
"K322","0","0","2005","FEMEA","36.55","0"
"K323","0","K321","2005","FEMEA","36.38","0"
"K324","0","0","2001","FEMEA","36.37","0"
"K325","0","0","2005","FEMEA","36.29","0"
"K326","0","0","2001","FEMEA","36.22","0"
"K327","0","0","2001","FEMEA","36.21","0"
"K330","0","0","2005","FEMEA","36.18","0"
"K331","0","0","2005","FEMEA","36.16","0"
"K337","0","H356","2003","FEMEA","36.11","0"
"K339","0","0","2003","FEMEA","36.02","0"
"K343","0","0","2005","FEMEA","35.98","0"
"K345","665848","0","2005","FEMEA","35.92","0"
"K350","0","0","2009","FEMEA","35.91","0"
"K351","665848","0","2009","FEMEA","35.83","0"
"K352","0","0","2009","FEMEA","35.79","0"
"K353","665848","K724","2009","FEMEA","35.76","0"
"K354","0","0","2009","FEMEA","35.67","0"
"K355","665847","0","2009","FEMEA","35.58","0"
"K356","0","0","2009","FEMEA","35.44","0"
"K357","0","I206","2009","FEMEA","35.38","0"
"K358","0","K557","2009","FEMEA","35.3","0"
"K36","0","0","2001","FEMEA","35.29","0"
"K360","665848","0","2009","FEMEA","35.28","0"
"K361","665848","0","2009","FEMEA","35.25","0"
"K362","0","0","2009","FEMEA","35.25","0"
"K364","0","I87","2009","FEMEA","35.24","0"
"K365","0","0","2009","FEMEA","35.2","0"
"K366","665848","0","2009","FEMEA","35.18","0"
"K368","665848","0","2009","FEMEA","35.17","0"
"K369","0","0","2009","FEMEA","35.06","0"
"K370","665848","0","2009","FEMEA","35.06","0"
"K371","665847","0","2009","FEMEA","34.99","0"
"K372","0","0","2009","FEMEA","34.98","0"
"K375","0","K589","2009","FEMEA","34.86","0"
"K377","0","0","2009","FEMEA","34.63","0"
"K378","0","0","2009","FEMEA","34.6","0"
"K380","0","0","2009","FEMEA","34.56","0"
"K381","0","0","2009","FEMEA","34.49","0"
"K382","0","0","2009","FEMEA","34.4","0"
"K383","0","0","2009","FEMEA","34.23","0"
"K384","0","0","2009","FEMEA","34.19","0"
"K385","665848","0","2009","FEMEA","34.1","0"
"K390","0","0","2009","FEMEA","34.09","0"
"K391","0","CR18","2009","FEMEA","34.05","0"
"K395","665848","0","2009","FEMEA","34.04","0"
"K396","0","0","2009","FEMEA","34.04","0"
"K398","0","0","2009","FEMEA","34.03","0"
"K401","665848","0","2009","FEMEA","33.99","0"
"K403","665848","0","2009","FEMEA","33.93","0"
"K406","0","0","2009","FEMEA","33.9","0"
"K407","0","0","2009","FEMEA","33.83","0"
"K408","0","0","2009","FEMEA","33.81","0"
"K409","0","0","2009","FEMEA","33.8","0"
"K411","0","I104","2009","FEMEA","33.78","0"
"K412","665848","0","2009","FEMEA","33.73","0"
"K413","0","0","2009","FEMEA","33.51","0"
"K418","0","K507","2009","FEMEA","33.46","0"
"K419","665848","H731","2009","FEMEA","33.46","0"
"K421","0","0","2009","FEMEA","33.45","0"
"K422","0","0","2009","FEMEA","33.34","0"
"K423","0","K581","2009","FEMEA","33.06","0"
"K425","0","0","2009","FEMEA","33.05","0"
"K426","0","0","2009","FEMEA","33.01","0"
"K427","0","0","2009","FEMEA","32.96","0"
"K428","0","K586","2009","FEMEA","32.92","0"
"K429","0","0","2009","FEMEA","32.88","0"
"K430","0","0","2009","FEMEA","32.63","0"
"K431","0","0","2009","FEMEA","32.63","0"
"K434","0","0","2009","FEMEA","32.62","0"
"K435","0","0","2009","FEMEA","32.54","0"
"K436","665848","0","2009","FEMEA","32.52","0"
"K437","0","K606","2009","FEMEA","32.49","0"
"K438","0","0","2009","FEMEA","32.49","0"
"K439","0","0","2009","FEMEA","32.48","0"
"K442","0","0","2009","FEMEA","32.43","0"
"K446","665848","0","2009","FEMEA","32.4","0"
"K447","665847","0","2009","FEMEA","32.34","0"
"K449","0","J423","2009","FEMEA","32.3","0"
"K450","665848","0","2009","FEMEA","32.27","0"
"K451","665848","0","2009","FEMEA","32.17","0"
"K452","0","0","2009","FEMEA","32.17","0"
"K455","0","0","2009","FEMEA","32.09","0"
"K457","665848","K613","2009","FEMEA","32.09","0"
"K459","0","0","2009","FEMEA","32.06","0"
"K460","665848","I248","2009","FEMEA","32.05","0"
"K461","0","0","2009","FEMEA","31.9","0"
"K462","0","0","2009","FEMEA","31.87","0"
"K464","0","0","2009","FEMEA","31.62","0"
"K466","0","0","2009","FEMEA","31.62","0"
"K468","0","0","2009","FEMEA","31.52","0"
"K469","665848","0","2009","FEMEA","31.41","0"
"K470","0","0","2009","FEMEA","31.33","0"
"K476","0","CR21","2009","FEMEA","31.32","0"
"K477","0","I221","2009","FEMEA","31.25","0"
"K479","665848","0","2009","FEMEA","31.13","0"
"K480","665848","0","2009","FEMEA","31.13","0"
"K482","665847","0","2009","FEMEA","31.12","0"
"K484","0","K569","2009","FEMEA","31.03","0"
"K485","10829","0","2008","FEMEA","30.99","0"
"K486","0","0","2008","FEMEA","30.96","0"
"K487","0","0","2008","FEMEA","30.95","0"
"K489","0","0","2008","FEMEA","30.82","0"
"K491","0","0","2008","FEMEA","30.8","0"
"K493","0","0","2008","FEMEA","30.68","0"
"K494","0","0","2008","FEMEA","30.66","0"
"K495","0","0","2008","FEMEA","30.65","0"
"K496","0","K627","2008","FEMEA","30.63","0"
"K497","665847","0","2008","FEMEA","30.62","0"
"K498","0","0","2008","FEMEA","30.6","0"
"K500","0","0","2008","FEMEA","30.59","0"
"K502","0","0","2008","FEMEA","30.56","0"
"K503","0","0","2008","FEMEA","30.51","0"
"K504","0","0","2008","FEMEA","30.5","0"
"K505","0","0","2008","FEMEA","30.43","0"
"K506","665848","CR12","2008","FEMEA","30.42","0"
"K507","0","0","2008","FEMEA","30.41","0"
"K508","665847","0","2008","FEMEA","30.39","0"
"K509","0","I248","2008","FEMEA","30.39","0"
"K510","0","0","2008","FEMEA","30.3","0"
"K512","10829","0","2008","FEMEA","30.26","0"
"K514","665848","0","2008","FEMEA","30.26","0"
"K515","0","0","2008","FEMEA","30.23","0"
"K516","665848","0","2008","FEMEA","30.2","0"
"K518","0","0","2008","FEMEA","30.14","0"
"K519","0","0","2008","FEMEA","30.09","0"
"K520","0","0","2008","FEMEA","30.07","0"
"K521","666878","0","2008","FEMEA","30.07","0"
"K522","0","0","2008","FEMEA","30.06","0"
"K523","665847","K3","2008","FEMEA","29.97","0"
"K524","0","0","2008","FEMEA","29.97","0"
"K527","0","H890","2008","FEMEA","29.96","0"
"K528","0","0","2008","FEMEA","29.91","0"
"K529","0","I87","2008","FEMEA","29.9","0"
"K53","0","0","2001","FEMEA","29.87","0"
"K530","0","0","2008","FEMEA","29.8","0"
"K532","0","0","2008","FEMEA","29.71","0"
"K533","0","0","2008","FEMEA","29.69","0"
"K534","665847","I215","2008","FEMEA","29.68","0"
"K535","665848","0","2008","FEMEA","29.66","0"
"K536","0","0","2008","FEMEA","29.62","0"
"K537","0","0","2008","FEMEA","29.59","0"
"K538","0","0","2008","FEMEA","29.48","0"
"K539","0","0","2008","FEMEA","29.44","0"
"K540","0","0","2008","FEMEA","29.43","0"
"K541","0","0","2008","FEMEA","29.37","0"
"K542","0","0","2008","FEMEA","29.3","0"
"K545","665847","0","2008","FEMEA","29.22","0"
"K546","0","0","2008","FEMEA","29.17","0"
"K547","0","0","2008","FEMEA","29.14","0"
"K548","0","I254","2008","FEMEA","29.13","0"
"K549","665848","I196","2008","FEMEA","29.07","0"
"K550","0","I221","2008","FEMEA","29.01","0"
"K551","0","0","2008","FEMEA","29","0"
"K552","0","0","2008","FEMEA","28.94","0"
"K553","0","0","2008","FEMEA","28.93","0"
"K554","665848","0","2008","FEMEA","28.92","0"
"K555","0","0","2008","FEMEA","28.9","0"
"K556","665848","0","2008","FEMEA","28.88","0"
"K557","0","0","2008","FEMEA","28.87","0"
"K559","0","0","2008","FEMEA","28.85","0"
"K560","0","0","2008","FEMEA","28.81","0"
"K562","0","0","2008","FEMEA","28.8","0"
"K563","665847","0","2008","FEMEA","28.8","0"
"K564","0","0","2008","FEMEA","28.79","0"
"K565","0","0","2008","FEMEA","28.79","0"
"K566","0","I226","2008","FEMEA","28.77","0"
"K567","0","0","2008","FEMEA","28.75","0"
"K568","0","0","2008","FEMEA","28.74","0"
"K569","0","0","2008","FEMEA","28.74","0"
"K570","10829","0","2008","FEMEA","28.71","0"
"K571","0","0","2008","FEMEA","28.69","0"
"K572","0","0","2008","FEMEA","28.68","0"
"K573","0","0","2008","FEMEA","28.66","0"
"K574","665848","K601","2008","FEMEA","28.55","0"
"K576","0","0","2008","FEMEA","28.52","0"
"K577","0","0","2008","FEMEA","28.52","0"
"K578","0","0","2008","FEMEA","28.5","0"
"K579","0","0","2008","FEMEA","28.44","0"
"K58","0","0","2005","FEMEA","28.42","0"
"K580","0","0","2008","FEMEA","28.39","0"
"K581","0","0","2008","FEMEA","28.36","0"
"K582","0","0","2005","FEMEA","28.28","0"
"K583","0","0","2005","FEMEA","28.23","0"
"K584","0","0","2005","FEMEA","28.2","0"
"K586","0","0","2005","FEMEA","28.15","0"
"K589","0","0","2005","FEMEA","28.13","0"
"K592","0","0","2005","FEMEA","28.11","0"
"K593","0","0","2005","FEMEA","28.08","0"
"K594","0","0","2005","FEMEA","28.07","0"
"K595","0","0","2005","FEMEA","28.06","0"
"K596","0","0","2005","FEMEA","28.02","0"
"K598","0","0","2005","FEMEA","28.01","0"
"K599","0","0","2005","FEMEA","27.99","0"
"K600","0","0","2005","FEMEA","27.94","0"
"K601","665848","0","2005","FEMEA","27.87","0"
"K602","0","0","2005","FEMEA","27.87","0"
"K604","0","0","2005","FEMEA","27.79","0"
"K606","0","0","2005","FEMEA","27.76","0"
"K608","0","0","2005","FEMEA","27.76","0"
"K609","0","0","2005","FEMEA","27.76","0"
"K612","0","0","2005","FEMEA","27.74","0"
"K613","665848","0","2005","FEMEA","27.74","0"
"K615","0","0","2005","FEMEA","27.74","0"
"K616","0","0","2005","FEMEA","27.73","0"
"K617","665848","0","2005","FEMEA","27.68","0"
"K619","0","0","2005","FEMEA","27.66","0"
"K621","0","0","2005","FEMEA","27.66","0"
"K622","0","H883","2005","FEMEA","27.66","0"
"K624","0","0","2005","FEMEA","27.66","0"
"K626","0","0","2005","FEMEA","27.65","0"
"K627","0","0","2005","FEMEA","27.58","0"
"K628","0","0","2005","FEMEA","27.53","0"
"K638","0","0","2005","FEMEA","27.44","0"
"K679","0","0","2005","FEMEA","27.42","0"
"K69","0","0","2005","FEMEA","27.37","0"
"K724","0","0","2005","FEMEA","27.36","0"
"K727","0","0","2001","FEMEA","27.29","0"
"K800","0","0","2005","FEMEA","27.29","0"
"K86","0","0","2003","FEMEA","27.29","0"
"K942","0","I369","2008","FEMEA","27.28","0"
"Karuboy","0","MissThun","2001","MACHO","27.26","0"
"KARUMANSO","0","0","1992","MACHO","27.23","0"
"L1","0","K287","2012","FEMEA","27.22","0"
"L10","6297","I215","2012","MACHO","27.21","0"
"L102","PA588","H307","2012","MACHO","27.16","0"
"L105","PA588","K309","2012","FEMEA","27.15","0"
"L106","665848","K301","2012","MACHO","27.15","0"
"L107","PA588","K3","2012","FEMEA","27.08","0"
"L11","0","K256","2012","MACHO","27.06","0"
"L112","6297","K319","2012","FEMEA","27.02","0"
"L113","45600","I153","2012","MACHO","27.02","0"
"L114","45600","I175","2012","FEMEA","26.95","0"
"L116","PA588","I226","2012","FEMEA","26.94","0"
"L117","PA588","K005","2012","FEMEA","26.9","0"
"L118","PA588","K305","2012","FEMEA","26.83","0"
"L122","PA588","0","2012","FEMEA","26.82","0"
"L123","665848","0","2012","FEMEA","26.82","0"
"L125","0","J291","2012","FEMEA","26.81","0"
"L131","0","CR21","2012","FEMEA","26.78","0"
"L133","0","CR18","2012","MACHO","26.73","0"
"L136","0","K238","2012","FEMEA","26.6","0"
"L137","0","J423","2012","MACHO","26.6","0"
"L138","0","K295","2012","FEMEA","26.53","0"
"L139","PA588","J502","2012","FEMEA","26.51","0"
"L14","665848","K582","2012","FEMEA","26.5","0"
"L142","PA588","K574","2012","MACHO","26.35","0"
"L143","PA588","K53","2012","MACHO","26.34","0"
"L144","665848","K324","2012","FEMEA","26.32","0"
"L147","45600","J310","2012","MACHO","26.32","0"
"L149","0","K626","2012","FEMEA","26.29","0"
"L150","0","K598","2012","MACHO","26.27","0"
"L153","0","K584","2012","MACHO","26.2","0"
"L163","462302","K613","2012","MACHO","26.19","0"
"L164","0","K622","2012","MACHO","26.18","0"
"L165","0","K599","2012","MACHO","26.16","0"
"L17","0","K133","2012","MACHO","26.14","0"
"L173","0","H777","2012","FEMEA","26.13","0"
"L174","6297","I254","2012","MACHO","26.13","0"
"L177","PA588","K321","2012","FEMEA","26.03","0"
"L18","0","K306","2012","FEMEA","26.01","0"
"L181","0","K296","2012","FEMEA","25.99","0"
"L185","0","I87","2012","MACHO","25.97","0"
"L186","0","I80","2012","FEMEA","25.95","0"
"L188","0","K291","2012","MACHO","25.94","0"
"L189","0","0","2012","X","25.93","0"
"L190","0","K612","2012","MACHO","25.92","0"
"L192","0","K604","2012","FEMEA","25.91","0"
"L195","0","K235","2012","FEMEA","25.91","0"
"L196","0","K572","2012","FEMEA","25.89","0"
"L198","0","I222","2012","FEMEA","25.86","0"
"L2","0","K486","2012","MACHO","25.8","0"
"L20","0","K326","2012","MACHO","25.77","0"
"L200","6297","H116","2012","FEMEA","25.75","0"
"L201","0","H798","2012","FEMEA","25.75","0"
"L203","735","K515","2012","FEMEA","25.69","0"
"L204","462302","K593","2012","MACHO","25.66","0"
"L209","0","J610","2012","FEMEA","25.65","0"
"L210","0","K627","2012","MACHO","25.63","0"
"L213","0","J22","2012","FEMEA","25.59","0"
"L215","0","K586","2012","MACHO","25.57","0"
"L219","0","K617","2012","MACHO","25.52","0"
"L220","0","K601","2012","FEMEA","25.49","0"
"L221","0","J3","2012","MACHO","25.49","0"
"L224","0","K541","2012","FEMEA","25.46","0"
"L225","0","K36","2012","FEMEA","25.46","0"
"L226","0","K589","2013","FEMEA","25.42","0"
"L228","0","K362","2013","MACHO","25.42","0"
"L229","0","K396","2012","FEMEA","25.41","0"
"L230","0","K470","2013","MACHO","25.39","0"
"L233","0","K427","2013","FEMEA","25.37","0"
"L234","0","K431","2012","FEMEA","25.36","0"
"L235","0","K522","2012","FEMEA","25.36","0"
"L236","0","K562","2013","FEMEA","25.34","0"
"L237","0","I131","2013","FEMEA","25.33","0"
"L240","0","H699","2013","FEMEA","25.19","0"
"L242","0","K419","2012","FEMEA","25.18","0"
"L243","0","K429","2013","FEMEA","25.15","0"
"L244","6297","K385","2013","FEMEA","25.05","0"
"L246","0","K408","2012","FEMEA","25.05","0"
"L247","0","K413","2013","FEMEA","25.03","0"
"L248","0","K571","2012","FEMEA","25.01","0"
"L249","0","K555","2013","FEMEA","24.95","0"
"L25","0","K286","2012","FEMEA","24.95","0"
"L251","6297","K455","2012","FEMEA","24.95","0"
"L254","10829","K638","2013","MACHO","24.91","0"
"L255","0","K457","2013","MACHO","24.88","0"
"L256","0","K423","2013","MACHO","24.82","0"
"L257","0","H924","2013","MACHO","24.77","0"
"L259","0","K368","2012","FEMEA","24.76","0"
"L260","0","K372","2013","MACHO","24.75","0"
"L261","6297","K477","2013","FEMEA","24.75","0"
"L263","0","K407","2012","FEMEA","24.75","0"
"L264","0","K452","2013","MACHO","24.75","0"
"L265","0","K406","2013","MACHO","24.73","0"
"L266","0","K382","2013","FEMEA","24.68","0"
"L267","666196","K554","2013","MACHO","24.63","0"
"L269","0","K460","2013","MACHO","24.61","0"
"L27","6297","J4","2012","FEMEA","24.59","0"
"L270","6297","K569","2013","FEMEA","24.56","0"
"L272","0","K439","2013","FEMEA","24.53","0"
"L274","0","K573","2012","FEMEA","24.52","0"
"L275","0","K360","2013","MACHO","24.48","0"
"L276","0","K421","2013","MACHO","24.48","0"
"L277","0","K418","2013","MACHO","24.45","0"
"L278","0","K304","2013","MACHO","24.41","0"
"L279","6297","K358","2013","MACHO","24.37","0"
"L280","0","K469","2013","MACHO","24.35","0"
"L284","6297","K361","2013","FEMEA","24.32","0"
"L285","0","K545","2013","FEMEA","24.28","0"
"L286","665847","J285","2013","MACHO","24.27","0"
"L287","6297","K428","2013","FEMEA","24.25","0"
"L289","666196","K564","2013","FEMEA","24.24","0"
"L29","0","H883","2012","MACHO","24.23","0"
"L290","0","K283","2013","MACHO","24.21","0"
"L291","0","K352","2013","FEMEA","24.21","0"
"L293","666196","K547","2013","FEMEA","24.21","0"
"L297","6297","K450","2012","FEMEA","24.19","0"
"L298","0","K390","2013","MACHO","24.17","0"
"L3","0","K435","2012","FEMEA","24.17","0"
"L300","0","K533","2013","MACHO","24.16","0"
"L301","0","K556","2013","MACHO","24.16","0"
"L302","0","K297","2013","MACHO","24.15","0"
"L303","0","K468","2012","FEMEA","24.15","0"
"L304","0","K482","2013","FEMEA","24.08","0"
"L305","0","J614","2013","MACHO","24.06","0"
"L306","0","K568","2013","MACHO","24.06","0"
"L307","666196","K557","2013","MACHO","24.05","0"
"L310","666196","K578","2013","FEMEA","24.04","0"
"L312","0","K409","2013","MACHO","24.03","0"
"L314","0","K451","2013","MACHO","24.02","0"
"L315","0","I240","2013","MACHO","24.02","0"
"L316","0","I115","2013","MACHO","24.01","0"
"L318","0","K553","2013","MACHO","23.98","0"
"L319","665847","I369","2013","FEMEA","23.96","0"
"L325","665848","K317","2013","MACHO","23.95","0"
"L330","0","K426","2013","MACHO","23.95","0"
"L332","0","H855","2013","FEMEA","23.95","0"
"L336","666196","K549","2013","FEMEA","23.93","0"
"L337","0","K302","2013","FEMEA","23.92","0"
"L339","0","K447","2013","FEMEA","23.9","0"
"L34","PA588","I314","2012","FEMEA","23.89","0"
"L342","0","K357","2013","FEMEA","23.87","0"
"L343","0","K491","2013","FEMEA","23.84","0"
"L344","0","K524","2013","FEMEA","23.84","0"
"L345","0","K350","2013","MACHO","23.82","0"
"L346","0","K384","2013","FEMEA","23.78","0"
"L347","0","K504","2013","FEMEA","23.78","0"
"L348","45600","K401","2013","FEMEA","23.75","0"
"L349","45600","K449","2013","FEMEA","23.72","0"
"L350","45600","K365","2013","MACHO","23.72","0"
"L351","0","J335","2013","FEMEA","23.67","0"
"L352","45600","K518","2013","MACHO","23.66","0"
"L353","45600","K496","2013","MACHO","23.64","0"
"L354","45600","K437","2013","FEMEA","23.64","0"
"L355","45600","K507","2013","FEMEA","23.62","0"
"L356","45600","K510","2013","FEMEA","23.59","0"
"L357","45600","K506","2013","MACHO","23.58","0"
"L358","0","J300","2013","FEMEA","23.56","0"
"L359","57676","K430","2013","MACHO","23.55","0"
"L36","0","CR12","2012","MACHO","23.5","0"
"L360","45600","K509","2013","FEMEA","23.48","0"
"L361","57676","J541","2013","MACHO","23.45","0"
"L362","57676","K446","2013","FEMEA","23.45","0"
"L363","121936","I216","2013","FEMEA","23.44","0"
"L364","57676","K425","2013","MACHO","23.43","0"
"L365","57676","K537","2013","FEMEA","23.41","0"
"L366","45600","K521","2013","MACHO","23.36","0"
"L367","45600","K942","2013","FEMEA","23.34","0"
"L368","45600","K505","2013","FEMEA","23.33","0"
"L369","57676","K567","2013","MACHO","23.3","0"
"L37","PA588","K532","2012","FEMEA","23.27","0"
"L370","45600","K512","2013","FEMEA","23.25","0"
"L371","45600","K577","2013","FEMEA","23.2","0"
"L372","121936","K381","2013","FEMEA","23.15","0"
"L373","57676","K514","2013","MACHO","23.11","0"
"L374","57676","K516","2013","MACHO","23.1","0"
"L375","57676","K442","2013","FEMEA","23.09","0"
"L376","121936","K411","2013","MACHO","23.09","0"
"L377","45600","0","2013","FEMEA","23.07","0"
"L378","57676","K530","2013","MACHO","23.03","0"
"L379","0","K503","2013","MACHO","23.02","0"
"L38","PA588","0","2012","FEMEA","22.99","0"
"L380","735","K583","2013","FEMEA","22.98","0"
"L381","57676","K524","2013","MACHO","22.97","0"
"L382","45600","K461","2013","FEMEA","22.96","0"
"L383","0","K493","2013","FEMEA","22.95","0"
"L384","45600","K466","2013","MACHO","22.93","0"
"L385","121936","K548","2013","FEMEA","22.91","0"
"L386","0","K377","2013","FEMEA","22.89","0"
"L387","121936","K536","2013","MACHO","22.89","0"
"L388","57676","K581","2013","MACHO","22.87","0"
"L389","121936","I252","2013","MACHO","22.83","0"
"L390","121936","K539","2013","MACHO","22.79","0"
"L391","57676","K484","2013","MACHO","22.74","0"
"L392","57676","K438","2013","FEMEA","22.74","0"
"L393","57676","K495","2013","FEMEA","22.73","0"
